   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.00
   53   |   49    |    EBM         MID         GAP     |  = 33/98     | runtime:  0.26

   54   |   49    |    GAP     |  = 67/196     | runtime:  0.16

   55   |   49    |    INT         EBM     |  = 1/3     | runtime:  0.02

   57   |   49    |    INT        HALF        EBM         MID         GAP     |  = 33/98     | runtime:  0.29

   58   |   49    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   59   |   49    |    INT        HALF        EBM         MID         GAP     |  = 69/196     | runtime:  0.06

   60   |   49    |    HBM         GAP     |  = 5/14     | runtime:  0.06

   61   |   49    |    INT         HBM         MID         GAP     |  = 50/147     | runtime:  0.06

   62   |   49    |    MID         GAP     |  = 69/196     | runtime:  0.07

   64   |   49    |    GAP     |  = 152/441     | runtime:  0.57

   65   |   49    |     FC         INT         EBM         MID         GAP     |  = 33/98     | runtime:  2.19

   66   |   49    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   49    |     FC         EBM     |  = 1/3     | runtime:  0.03

   68   |   49    |     FC         EBM     |  = 1/3     | runtime:  0.03

   69   |   49    |     FC         EBM     |  = 1/3     | runtime:  0.04

   51   |   50    |     FC         INT         MID     |  = 17/50     | runtime:  0.02

   53   |   50    |    EBM     |  = 17/50     | runtime:  0.02

   57   |   50    |    HBM         GAP     |  = 17/50     | runtime:  0.07

   59   |   50    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   61   |   50    |    INT        HALF        EBM         MID         GAP     |  = 9/25     | runtime:  0.06

   63   |   50    |    GAP     |  = 71/200     | runtime:  0.10

   67   |   50    |     FC         EBM     |  = 1/3     | runtime:  0.02

   69   |   50    |     FC         EBM     |  = 1/3     | runtime:  0.03

   52   |   51    |    EBM     |  = 1/3     | runtime:  0.02

   53   |   51    |    EBM         HBM     |  = 23/68     | runtime:  0.02

   55   |   51    |    GAP     |  = 23/68     | runtime:  0.12

   56   |   51    |    HBM         GAP     |  = 52/153     | runtime:  0.07

   58   |   51    |    HBM     |  = 53/153     | runtime:  0.06

   59   |   51    |    GAP     |  = 139/408     | runtime:  0.13

   61   |   51    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   62   |   51    |    INT        HALF        EBM         MID         GAP     |  = 73/204     | runtime:  0.31

   64   |   51    |    INT         HBM         MID         GAP     |  = 6/17     | runtime:  0.06

   65   |   51    |    MID         GAP     |  = 107/306     | runtime:  0.08

   67   |   51    |    GAP     |  = 209/612     | runtime:  0.47

   70   |   51    |     FC         EBM     |  = 1/3     | runtime:  0.03

   53   |   52    |    EBM         HBM     |  = 35/104     | runtime:  0.02

   55   |   52    |    EBM     |  = 1/3     | runtime:  0.02

   57   |   52    |    EBM         HBM         MID     |  = 9/26     | runtime:  0.02

   59   |   52    |    HBM     |  = 9/26     | runtime:  0.06

   61   |   52    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   63   |   52    |    INT        HALF        EBM         MID     |  = 37/104     | runtime:  0.03

   67   |   52    |    GAP     |  = 127/364     | runtime:  0.12

   69   |   52    |     FC         INT         EBM         MID         GAP     |  = 35/104     | runtime:  2.95

   54   |   53    |     FC         INT         MID     |  = 18/53     | runtime:  0.02

   55   |   53    |    EBM     |  = 1/3     | runtime:  0.02

   56   |   53    |    EBM     |  = 1/3     | runtime:  0.03

   57   |   53    |    HBM     |  = 18/53     | runtime:  0.02

   58   |   53    |    EBM         MID         GAP     |  = 73/212     | runtime:  0.16

   59   |   53    |    INT         EBM     |  = 1/3     | runtime:  0.02

   60   |   53    |    INT         EBM         MID     |  = 37/106     | runtime:  0.05

   61   |   53    |    GAP     |  = 109/318     | runtime:  0.09

   62   |   53    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   63   |   53    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   64   |   53    |    INT        HALF        EBM         MID         GAP     |  = 75/212     | runtime:  0.06

   65   |   53    |    HBM         GAP     |  = 75/212     | runtime:  0.07

   66   |   53    |    INT         HBM         MID         GAP     |  = 18/53     | runtime:  0.07

   67   |   53    |    MID         GAP     |  = 75/212     | runtime:  0.31

   68   |   53    |    GAP     |  = 92/265     | runtime:  0.09

   69   |   53    |    GAP     |  = 55/159     | runtime:  0.16

   70   |   53    |     FC         INT         EBM         MID         GAP     |  = 18/53     | runtime:  0.26

   55   |   54    |    EBM     |  = 1/3     | runtime:  0.02

   59   |   54    |    EBM         MID     |  = 37/108     | runtime:  0.02

   61   |   54    |    INT         EBM         MID     |  = 25/72     | runtime:  0.06

   65   |   54    |    INT        HALF        EBM         MID         GAP     |  = 19/54     | runtime:  0.05

   67   |   54    |    INT         HBM         MID         GAP     |  = 28/81     | runtime:  0.06

   56   |   55    |    EBM         HBM     |  = 37/110     | runtime:  0.02

   57   |   55    |    EBM     |  = 37/110     | runtime:  0.02

   58   |   55    |    EBM         GAP     |  = 37/110     | runtime:  0.61

   59   |   55    |    EBM     |  = 15/44     | runtime:  0.08

   61   |   55    |    INT         EBM         MID         GAP     |  = 37/110     | runtime:  0.17

   62   |   55    |    INT         EBM         MID     |  = 19/55     | runtime:  0.02

   63   |   55    |    HBM         GAP     |  = 19/55     | runtime:  0.07

   64   |   55    |    INT        HALF        EBM         MID         GAP     |  = 37/110     | runtime:  0.65

   67   |   55    |    GAP     |  = 138/385     | runtime:  0.13

   68   |   55    |    INT         HBM         MID         GAP     |  = 58/165     | runtime:  0.06

   69   |   55    |    INT         HBM         MID         GAP     |  = 97/275     | runtime:  0.08

   57   |   56    |     FC         INT         MID     |  = 19/56     | runtime:  0.02

   59   |   56    |    EBM         HBM         GAP     |  = 19/56     | runtime:  0.15

   61   |   56    |    EBM     |  = 1/3     | runtime:  0.02

   65   |   56    |    INT        HALF        EBM         MID         GAP     |  = 19/56     | runtime:  0.11

   67   |   56    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   69   |   56    |    INT         HBM         MID         GAP     |  = 5/14     | runtime:  0.07

   58   |   57    |    EBM     |  = 1/3     | runtime:  0.03

   59   |   57    |    EBM         HBM     |  = 77/228     | runtime:  0.03

   61   |   57    |    EBM     |  = 1/3     | runtime:  0.02

   62   |   57    |    EBM     |  = 1/3     | runtime:  0.02

   64   |   57    |    INT         EBM     |  = 1/3     | runtime:  0.02

   65   |   57    |    HBM         GAP     |  = 58/171     | runtime:  0.08

   67   |   57    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   68   |   57    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.03

   70   |   57    |    HBM         GAP     |  = 61/171     | runtime:  0.06

   59   |   58    |    EBM         HBM     |  = 39/116     | runtime:  0.03

   61   |   58    |    HBM     |  = 59/174     | runtime:  0.10

   63   |   58    |    EBM     |  = 1/3     | runtime:  0.02

   65   |   58    |    INT         EBM     |  = 1/3     | runtime:  0.02

   67   |   58    |    GAP     |  = 119/348     | runtime:  0.24

   69   |   58    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   60   |   59    |     FC         INT         MID     |  = 20/59     | runtime:  0.02

   61   |   59    |    EBM     |  = 1/3     | runtime:  0.02

   62   |   59    |    EBM     |  = 20/59     | runtime:  0.03

   63   |   59    |    EBM     |  = 1/3     | runtime:  0.02

   64   |   59    |    EBM     |  = 1/3     | runtime:  0.02

   65   |   59    |    GAP     |  = 121/354     | runtime:  0.16

   66   |   59    |    INT         EBM     |  = 1/3     | runtime:  0.02

   67   |   59    |    HBM     |  = 41/118     | runtime:  0.06

   68   |   59    |    GAP     |  = 101/295     | runtime:  0.12

   69   |   59    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   70   |   59    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   61   |   60    |    EBM     |  = 1/3     | runtime:  0.03

   67   |   60    |    INT         EBM     |  = 1/3     | runtime:  0.02

112.06699991226196
FC: 68.16176470588235%
HALF: 9.558823529411764%
INT: 6.911764705882353%
MID: 3.088235294117647%
EBM: 5.294117647058823%
HBM: 1.838235294117647%
GAP: 4.779411764705882%
TIME OUT: 0.29411764705882354%
≠: 0.07352941176470588%
